1580846400.0,74.45
1580832000.0,75.03
1580817600.0,74.52
1580803200.0,75.3
1580788800.0,76.05
1580774400.0,76.74
1580760000.0,77.21
1580745600.0,76.56
1580731200.0,77.44
1580716800.0,76.01
1580702400.0,75.71
1580688000.0,74.89
1580673600.0,74.91
1580659200.0,73.99
1580644800.0,73.36
1580630400.0,72.14
1580616000.0,71.71
1580601600.0,73.22
1580587200.0,73.56
1580572800.0,72.58
1580558400.0,71.8
1580544000.0,73.25
1580529600.0,73.14
1580515200.0,72.16
1580500800.0,71.17
1580486400.0,70.75
1580472000.0,70.93
1580457600.0,70.65
1580443200.0,73.09
1580428800.0,74.83
1580414400.0,71.36
1580400000.0,69.21
1580385600.0,69.27
1580371200.0,70.04
1580356800.0,69.68
1580342400.0,70.02
1580328000.0,70.26
1580313600.0,68.65
1580299200.0,68.04
1580284800.0,68.69
1580270400.0,67.7
1580256000.0,67.71
1580241600.0,65.97
1580227200.0,66.05
1580212800.0,66.14
1580198400.0,66.07
1580184000.0,66.22
1580169600.0,65.44
1580155200.0,64.99
1580140800.0,65.52
1580126400.0,64.89
1580112000.0,64.39
1580097600.0,64.0
1580083200.0,63.97
1580068800.0,63.9
1580054400.0,63.32
1580040000.0,63.49
1580025600.0,62.47
1580011200.0,61.64
1579996800.0,61.35
1579982400.0,61.68
1579968000.0,61.3
1579953600.0,61.24
1579939200.0,60.45
1579924800.0,60.17
1579910400.0,61.67
1579896000.0,62.52
1579881600.0,62.46
1579867200.0,60.46
1579852800.0,59.56
1579838400.0,59.83
1579824000.0,62.55
1579809600.0,61.77
1579795200.0,61.89
1579780800.0,62.1
1579766400.0,63.15
1579752000.0,63.7
1579737600.0,65.0
1579723200.0,64.79
1579708800.0,64.91
1579694400.0,65.06
1579680000.0,65.88
1579665600.0,65.83
1579651200.0,65.87
1579636800.0,64.51
1579622400.0,66.34
1579608000.0,65.58
1579593600.0,64.85
1579579200.0,65.96
1579564800.0,64.96
1579550400.0,65.35
1579536000.0,65.03
1579521600.0,63.65
1579507200.0,64.61
1579492800.0,64.57
1579478400.0,65.17
1579464000.0,64.0
1579449600.0,65.14
1579435200.0,65.51
1579420800.0,68.32
1579406400.0,67.77
1579392000.0,67.0
1579377600.0,68.71
1579363200.0,69.76
1579348800.0,69.5
1579334400.0,68.16
1579320000.0,68.58
1579305600.0,68.95
1579291200.0,68.45
1579276800.0,65.95
1579262400.0,66.64
1579248000.0,66.67
1579233600.0,65.65
1579219200.0,65.63
1579204800.0,65.67
1579190400.0,64.72
1579176000.0,65.21
1579161600.0,64.1
1579147200.0,62.82
1579132800.0,68.47
1579118400.0,65.66
1579104000.0,64.21
1579089600.0,65.77
1579075200.0,63.19
1579060800.0,64.0
1579046400.0,62.55
1579032000.0,61.82
1579017600.0,60.99
1579003200.0,60.89
1578988800.0,61.31
1578974400.0,59.96
1578960000.0,57.72
1578945600.0,57.52
1578931200.0,56.78
1578916800.0,58.09
1578902400.0,58.23
1578888000.0,58.22
1578873600.0,59.19
1578859200.0,58.79
1578844800.0,58.56
1578830400.0,58.86
1578816000.0,58.52
1578801600.0,58.77
1578787200.0,58.25
1578772800.0,61.14
1578758400.0,60.47
1578744000.0,58.7
1578729600.0,59.01
1578715200.0,59.79
1578700800.0,58.42
1578686400.0,59.07
1578672000.0,59.16
1578657600.0,57.93
1578643200.0,57.64
1578628800.0,58.04
1578614400.0,58.68
1578600000.0,58.53
1578585600.0,58.13
1578571200.0,58.58
1578556800.0,57.75
1578542400.0,57.83
1578528000.0,59.44
1578513600.0,57.17
1578499200.0,56.86
1578484800.0,57.82
1578470400.0,57.82
1578456000.0,58.16
1578441600.0,58.36
1578427200.0,57.41
1578412800.0,55.62
1578398400.0,58.04
1578384000.0,57.67
1578369600.0,57.84
1578355200.0,58.91
1578340800.0,56.49
1578326400.0,55.37
1578312000.0,54.83
1578297600.0,56.02
1578283200.0,55.98
1578268800.0,53.69
1578254400.0,54.21
1578240000.0,53.01
1578225600.0,52.3
1578211200.0,52.07
1578196800.0,51.09
1578182400.0,50.37
1578168000.0,50.37
1578153600.0,50.36
1578139200.0,50.93
1578124800.0,50.61
1578110400.0,50.46
1578096000.0,50.93
1578081600.0,50.73
1578067200.0,50.1
1578052800.0,49.2
1578038400.0,48.35
1578024000.0,47.23
1578009600.0,45.5
1577995200.0,44.53
1577980800.0,45.71
1577966400.0,45.89
1577952000.0,45.64
1577937600.0,45.57
1577923200.0,45.82
1577908800.0,45.61
1577894400.0,45.57
1577880000.0,45.1
1577865600.0,45.67
1577851200.0,45.04
1577836800.0,44.69
1577822400.0,44.96
1577808000.0,45.04
1577793600.0,45.62
1577779200.0,45.78
1577764800.0,45.66
1577750400.0,46.17
1577736000.0,45.64
1577721600.0,46.22
1577707200.0,46.04
1577692800.0,46.63
1577678400.0,46.32
1577664000.0,46.5
1577649600.0,46.93
1577635200.0,46.51
1577620800.0,46.32
1577606400.0,46.61
1577592000.0,45.37
1577577600.0,45.43
1577563200.0,45.54
1577548800.0,45.38
1577534400.0,45.5
1577520000.0,45.22
1577505600.0,44.92
1577491200.0,45.11
1577476800.0,44.91
1577462400.0,44.88
1577448000.0,44.87
1577433600.0,45.36
1577419200.0,45.67
1577404800.0,45.31
1577390400.0,45.68
1577376000.0,45.73
1577361600.0,45.92
1577347200.0,46.16
1577332800.0,45.77
1577318400.0,45.99
1577304000.0,46.03
1577289600.0,45.49
1577275200.0,45.73
1577260800.0,46.67
1577246400.0,45.72
1577232000.0,45.82
1577217600.0,46.04
1577203200.0,46.34
1577188800.0,47.46
1577174400.0,46.54
1577160000.0,47.26
1577145600.0,47.18
1577131200.0,48.14
1577116800.0,48.05
1577102400.0,48.46
1577088000.0,47.9
1577073600.0,47.45
1577059200.0,47.34
1577044800.0,46.73
1577030400.0,46.18
1577016000.0,45.95
1577001600.0,46.78
1576987200.0,46.26
1576972800.0,44.97
1576958400.0,45.12
1576944000.0,45.28
1576929600.0,45.81
1576915200.0,45.97
1576900800.0,46.35
1576886400.0,46.64
1576872000.0,46.76
1576857600.0,46.69
1576843200.0,47.02
1576828800.0,47.0
1576814400.0,47.03
1576800000.0,47.45
1576785600.0,47.84
1576771200.0,47.54
1576756800.0,47.29
1576742400.0,46.64
1576728000.0,47.16
1576713600.0,47.76
1576699200.0,46.47
1576684800.0,46.43
1576670400.0,45.66
1576656000.0,45.32
1576641600.0,46.04
1576627200.0,45.04
1576612800.0,45.22
1576598400.0,46.3
1576584000.0,49.2
1576569600.0,48.74
1576555200.0,49.07
1576540800.0,49.11
1576526400.0,48.96
1576512000.0,50.56
1576497600.0,50.74
1576483200.0,50.66
1576468800.0,50.47
1576454400.0,50.8
1576440000.0,50.96
1576425600.0,51.22
1576411200.0,51.29
1576396800.0,51.8
1576382400.0,50.89
1576368000.0,51.31
1576353600.0,51.3
1576339200.0,51.1
1576324800.0,51.76
1576310400.0,52.38
1576296000.0,52.49
1576281600.0,52.49
1576267200.0,52.78
1576252800.0,53.06
1576238400.0,53.01
1576224000.0,53.06
1576209600.0,52.65
1576195200.0,52.93
1576180800.0,53.13
1576166400.0,52.64
1576152000.0,53.3
1576137600.0,52.35
1576123200.0,52.49
1576108800.0,52.95
1576094400.0,52.89
1576080000.0,52.76
1576065600.0,53.14
1576051200.0,53.03
1576036800.0,52.65
1576022400.0,52.7
1576008000.0,52.62
1575993600.0,52.82
1575979200.0,53.73
1575964800.0,54.06
1575950400.0,53.59
1575936000.0,54.41
1575921600.0,53.56
1575907200.0,53.64
1575892800.0,53.75
1575878400.0,53.37
1575864000.0,53.47
1575849600.0,53.68
1575835200.0,53.79
1575820800.0,54.27
1575806400.0,54.26
1575792000.0,54.15
1575777600.0,53.61
1575763200.0,54.38
1575748800.0,54.48
1575734400.0,53.85
1575720000.0,54.73
1575705600.0,53.93
1575691200.0,53.88
1575676800.0,54.03
1575662400.0,53.9
1575648000.0,53.74
1575633600.0,54.03
1575619200.0,54.23
1575604800.0,53.73
1575590400.0,53.78
1575576000.0,53.46
1575561600.0,52.59
1575547200.0,52.33
1575532800.0,52.4
1575518400.0,52.45
1575504000.0,52.61
1575489600.0,54.4
1575475200.0,54.7
1575460800.0,54.26
1575446400.0,52.89
1575432000.0,52.27
1575417600.0,53.35
1575403200.0,53.63
1575388800.0,54.41
1575374400.0,54.93
1575360000.0,54.85
1575345600.0,54.71
1575331200.0,53.88
1575316800.0,53.94
1575302400.0,53.55
1575288000.0,53.33
1575273600.0,52.99
1575259200.0,53.11
1575244800.0,53.38
1575230400.0,53.21
1575216000.0,52.79
1575201600.0,52.83
1575187200.0,52.87
1575172800.0,52.7
1575158400.0,54.86
1575144000.0,53.8
1575129600.0,54.27
1575115200.0,55.02
1575100800.0,55.37
1575086400.0,55.63
1575072000.0,55.77
1575057600.0,55.69
1575043200.0,55.97
1575028800.0,54.82
